Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23
2016-10-04,37,12.7,23.4,0.0,10.2,11.1,W,70.0,NW,W,17.0,43.0,34.0,25.0,1007.8,1003.7,1.0,1.0,17.5,23.0,No,No
2016-11-09,37,17.8,22.7,2.0,5.2,2.5,SSW,37.0,S,SSE,13.0,19.0,72.0,67.0,1013.3,1009.8,7.0,7.0,20.1,21.3,Yes,Yes
2016-11-14,37,17.4,24.4,0.0,15.8,7.0,WSW,56.0,W,SSE,33.0,28.0,40.0,52.0,1002.0,1004.5,3.0,7.0,20.5,20.3,No,No
2016-11-21,37,19.7,28.4,0.0,7.4,6.0,E,35.0,E,ENE,11.0,17.0,67.0,64.0,1018.4,1015.1,6.0,5.0,24.6,25.5,No,No
2016-11-24,37,13.5,23.4,5.4,6.6,13.1,SSE,52.0,WSW,SE,22.0,26.0,42.0,39.0,1013.0,1011.8,1.0,1.0,18.3,21.8,Yes,No
2016-11-27,37,19.6,23.5,0.0,9.8,1.7,SE,35.0,SE,ESE,19.0,22.0,71.0,66.0,1017.8,1016.9,7.0,7.0,20.5,21.6,No,No
2016-12-18,37,18.3,21.3,0.0,10.0,0.7,SSE,57.0,SE,SE,15.0,22.0,61.0,55.0,1018.8,1020.0,8.0,8.0,19.8,19.9,No,No
2016-12-19,37,17.7,22.9,0.0,7.8,7.1,NE,44.0,ENE,NE,13.0,24.0,49.0,47.0,1021.0,1017.5,6.0,3.0,20.8,21.4,No,No
2016-12-25,37,19.1,27.4,1.6,4.6,12.8,NE,48.0,ESE,NE,4.0,26.0,64.0,55.0,1017.1,1015.5,3.0,3.0,23.9,26.8,Yes,No
2016-12-28,37,21.1,28.9,0.0,7.8,9.4,NNE,61.0,E,NNE,15.0,24.0,63.0,48.0,1013.0,1009.7,6.0,6.0,24.9,27.5,No,No
2017-01-14,37,24.6,32.5,0.0,10.6,7.1,ESE,35.0,NNW,ESE,2.0,22.0,59.0,52.0,1003.4,1003.2,8.0,1.0,28.7,29.2,No,No
2017-01-17,37,20.8,36.6,0.0,10.4,11.9,NNE,50.0,ESE,ENE,6.0,11.0,64.0,44.0,1013.6,1008.3,,2.0,25.3,32.6,No,No
2017-01-31,37,25.4,39.4,0.0,11.8,4.8,SSE,57.0,ESE,SSE,7.0,33.0,36.0,58.0,1008.1,1009.7,7.0,7.0,33.2,29.2,No,Yes
2017-02-14,37,21.6,24.0,0.0,9.0,1.9,SSE,44.0,E,SSE,17.0,24.0,68.0,73.0,1015.0,1015.9,,6.0,22.3,21.2,No,Yes
2017-02-16,37,19.5,30.0,0.0,8.0,11.1,NNE,54.0,W,ENE,6.0,24.0,63.0,51.0,1012.1,1009.0,1.0,1.0,23.4,28.8,No,No
2017-02-21,37,16.9,27.6,0.0,10.4,11.7,NNE,33.0,WNW,ESE,17.0,19.0,41.0,36.0,1019.7,1018.5,6.0,2.0,19.4,26.3,No,No
2017-03-10,37,17.3,25.8,0.6,5.4,7.4,SSE,44.0,W,S,17.0,24.0,73.0,51.0,1015.1,1014.0,3.0,3.0,19.3,25.1,No,No
2017-03-11,37,16.9,26.1,0.2,5.0,10.7,SSE,31.0,WNW,ESE,17.0,20.0,61.0,47.0,1014.2,1012.3,5.0,2.0,20.1,25.5,No,No
2017-03-16,37,21.9,24.9,2.6,7.6,1.0,ENE,56.0,ENE,NE,26.0,24.0,84.0,85.0,1013.2,1009.0,8.0,7.0,23.1,24.5,Yes,Yes
2017-03-24,37,18.5,24.1,10.2,7.8,5.5,S,41.0,W,SSW,13.0,20.0,85.0,70.0,1019.9,1019.1,2.0,7.0,20.4,21.7,Yes,Yes
2017-04-09,37,15.5,28.7,0.0,7.0,9.6,WNW,67.0,NW,NNE,7.0,20.0,62.0,35.0,1015.3,1007.1,1.0,4.0,20.1,27.9,No,Yes
2017-04-10,37,11.7,17.9,8.8,7.8,6.1,W,54.0,WNW,W,26.0,26.0,51.0,56.0,1009.3,1008.5,7.0,7.0,13.9,15.7,Yes,No
2017-04-11,37,13.8,23.0,0.0,3.6,2.1,SSW,54.0,W,SSW,22.0,26.0,56.0,48.0,1017.2,1017.3,7.0,7.0,17.9,22.2,No,Yes
2017-04-14,37,13.9,24.7,0.0,4.0,10.8,W,26.0,WNW,SE,11.0,15.0,69.0,41.0,1022.1,1019.3,1.0,1.0,17.2,23.5,No,No
2017-05-07,37,14.6,22.2,0.2,4.0,10.0,W,50.0,W,ESE,22.0,13.0,47.0,25.0,1023.6,1023.2,1.0,1.0,17.2,21.1,No,No
2017-05-08,37,10.2,20.1,0.0,,9.9,SSW,33.0,W,SE,22.0,20.0,49.0,41.0,1027.9,1025.1,2.0,1.0,12.2,18.9,No,No
2017-05-14,37,14.7,18.7,0.0,4.0,0.3,ESE,26.0,SW,SE,7.0,9.0,89.0,74.0,1021.9,1019.2,7.0,7.0,16.3,18.1,No,Yes
2017-05-16,37,11.1,21.9,0.0,3.0,9.9,W,33.0,W,SSE,19.0,11.0,59.0,39.0,1017.9,1016.5,1.0,1.0,14.4,20.3,No,No
2017-05-27,37,12.6,20.6,0.0,2.8,7.0,W,24.0,W,ENE,19.0,15.0,77.0,65.0,1021.8,1017.6,3.0,3.0,14.2,19.4,No,No
2017-06-07,37,8.8,15.5,54.6,2.6,0.0,SSW,56.0,SSW,S,24.0,17.0,82.0,85.0,1020.2,1019.6,8.0,8.0,13.3,14.2,Yes,Yes
2017-06-21,37,8.6,19.6,0.0,2.0,7.8,SSE,37.0,W,SSE,22.0,20.0,73.0,52.0,1025.9,1025.3,2.0,2.0,10.5,17.9,No,No
2017-06-22,37,9.3,19.2,0.0,2.0,9.2,W,30.0,W,ESE,20.0,7.0,78.0,53.0,1028.5,1024.6,2.0,2.0,11.0,18.7,No,No
2017-06-25,37,7.6,19.3,0.0,3.4,9.4,W,35.0,W,W,13.0,13.0,73.0,32.0,1018.6,1015.4,1.0,1.0,9.4,18.8,No,No
2009-01-02,38,18.5,23.0,0.0,11.0,5.9,S,63.0,SSE,SE,15.0,35.0,63.0,58.0,1012.9,1014.1,5.0,6.0,20.6,20.1,No,No
2009-01-18,38,14.4,25.0,0.0,5.6,12.7,ENE,43.0,WSW,ENE,9.0,30.0,65.0,43.0,1022.0,1019.8,1.0,1.0,19.3,23.5,No,No
2009-01-29,38,20.7,30.0,0.0,8.6,12.5,NE,57.0,N,NE,13.0,37.0,70.0,59.0,1018.5,1016.2,1.0,1.0,25.5,28.7,No,No
2009-02-01,38,20.9,28.2,0.0,9.2,11.1,E,41.0,SSE,SSE,17.0,24.0,78.0,69.0,1016.3,1016.2,1.0,6.0,23.5,26.9,No,No
2009-02-04,38,21.3,28.0,0.0,7.0,7.1,ENE,37.0,SSE,E,19.0,24.0,86.0,64.0,1011.7,1009.2,7.0,3.0,23.5,27.3,No,No
2009-02-11,38,17.4,22.1,2.8,2.2,1.5,SSW,56.0,SSW,SSW,35.0,33.0,81.0,70.0,1011.4,1011.3,8.0,7.0,17.8,21.4,Yes,Yes
2009-03-14,38,19.6,29.3,0.0,4.0,6.4,WNW,69.0,N,NE,7.0,28.0,76.0,59.0,1014.7,1009.8,1.0,5.0,23.2,27.8,No,Yes
2009-03-29,38,16.2,26.9,0.0,6.6,9.4,,,NW,NE,11.0,28.0,67.0,49.0,1023.7,1021.3,5.0,3.0,19.9,24.9,No,No
2009-04-04,38,18.1,20.2,1.2,4.2,1.4,S,59.0,S,S,48.0,35.0,88.0,66.0,1017.3,1019.2,6.0,8.0,18.3,19.3,Yes,No
2009-04-13,38,20.3,22.4,0.0,3.6,0.1,SW,43.0,SE,SSW,19.0,20.0,82.0,96.0,1022.5,1019.2,8.0,8.0,21.4,19.7,No,Yes
2009-04-25,38,15.7,24.2,0.0,5.4,10.3,,,N,WNW,20.0,31.0,45.0,35.0,1004.2,1002.1,1.0,3.0,20.3,23.7,No,No
2009-07-18,38,7.3,18.7,0.0,3.0,9.8,NW,26.0,NW,W,17.0,13.0,69.0,39.0,1022.2,1018.0,1.0,1.0,11.2,18.6,No,No
2009-07-26,38,8.2,15.2,0.0,5.8,0.3,NW,22.0,NW,W,15.0,9.0,74.0,75.0,1018.9,1014.0,8.0,8.0,10.6,13.2,No,Yes
2009-07-29,38,7.5,20.0,0.0,2.2,9.1,SW,43.0,W,SE,19.0,13.0,58.0,49.0,1023.8,1022.1,1.0,5.0,12.7,17.4,No,No
2009-08-07,38,9.3,24.7,0.0,4.8,8.9,WSW,85.0,NNW,WNW,15.0,30.0,52.0,18.0,1015.3,1009.0,5.0,6.0,14.8,24.0,No,No
2009-08-15,38,8.6,22.9,0.0,3.2,10.5,WNW,33.0,NNW,WNW,17.0,13.0,58.0,35.0,1019.2,1015.6,0.0,0.0,14.3,21.9,No,No
2009-09-11,38,8.7,22.3,0.0,5.0,10.7,NE,33.0,WNW,ENE,17.0,22.0,41.0,37.0,1022.7,1018.9,0.0,1.0,16.1,20.3,No,No
2009-10-09,38,9.6,15.9,0.0,5.2,4.7,SSE,59.0,SSW,SSW,30.0,43.0,73.0,62.0,1025.4,1025.9,4.0,6.0,13.6,14.8,No,Yes
2009-10-11,38,11.9,19.9,1.8,3.4,6.7,NE,39.0,N,NNE,9.0,20.0,85.0,50.0,1025.1,1019.6,7.0,7.0,14.3,19.1,Yes,No
2009-10-16,38,11.7,21.6,0.0,7.4,12.1,WSW,56.0,WSW,W,37.0,31.0,40.0,21.0,1011.9,1011.7,1.0,3.0,15.4,20.9,No,No
2009-11-07,38,17.3,23.6,4.8,4.2,6.2,ENE,39.0,E,E,26.0,30.0,73.0,55.0,1030.6,1029.9,7.0,7.0,20.2,22.8,Yes,No
2009-11-21,38,22.1,27.5,0.4,12.4,10.3,SSW,72.0,SW,SE,13.0,20.0,58.0,55.0,1009.8,1006.5,7.0,7.0,24.9,26.6,No,No
2009-12-19,38,17.1,27.2,0.0,3.8,10.0,SSE,50.0,NW,SSE,19.0,28.0,54.0,55.0,1014.9,1014.1,0.0,1.0,23.1,23.7,No,No
2009-12-20,38,19.0,24.0,0.0,10.2,0.0,NE,41.0,SE,E,15.0,17.0,62.0,59.0,1021.3,1019.6,8.0,8.0,20.7,21.7,No,No
2009-12-22,38,20.9,32.2,0.0,9.0,12.0,E,39.0,NW,ENE,13.0,35.0,50.0,39.0,1011.4,1009.2,4.0,4.0,26.5,31.0,No,No
2009-12-23,38,20.9,31.0,0.0,10.0,11.1,NE,56.0,SSE,ENE,15.0,31.0,78.0,44.0,1015.4,1012.0,1.0,3.0,23.6,30.9,No,No
2009-12-24,38,21.4,32.4,0.0,10.0,,NE,80.0,NNE,NE,19.0,52.0,31.0,60.0,1012.6,1009.1,2.0,7.0,30.3,27.6,No,No
2010-01-08,38,21.0,26.9,0.0,6.0,7.7,NE,44.0,E,ENE,15.0,28.0,62.0,57.0,1021.6,1019.2,7.0,1.0,23.3,25.8,No,No
2010-01-26,38,22.2,30.6,0.0,4.0,8.6,E,30.0,NNE,E,15.0,22.0,77.0,60.0,1010.8,1006.8,7.0,2.0,26.0,29.7,No,No
2010-02-15,38,20.3,34.1,22.2,2.8,9.9,S,41.0,NW,SSW,13.0,9.0,88.0,39.0,1006.7,1002.9,7.0,5.0,22.2,33.0,Yes,No
2010-02-16,38,20.9,24.1,0.0,7.6,8.7,SSW,69.0,WSW,SSW,19.0,44.0,67.0,69.0,1012.0,1013.7,7.0,7.0,21.9,23.6,No,No
2010-02-24,38,20.4,24.7,0.0,9.2,1.5,SSE,35.0,SE,ESE,15.0,20.0,54.0,54.0,1021.7,1021.4,8.0,7.0,21.8,23.1,No,No
2010-03-20,38,20.3,29.5,0.0,6.2,11.1,NE,35.0,NW,ESE,13.0,17.0,56.0,53.0,1021.2,1019.4,3.0,1.0,23.8,28.7,No,No
2010-03-22,38,20.8,24.8,0.0,8.4,6.3,SSE,48.0,SE,SE,17.0,24.0,63.0,58.0,1020.5,1018.9,7.0,4.0,22.1,23.8,No,No
2010-03-24,38,18.9,25.4,0.0,7.6,6.1,SE,31.0,WSW,SE,11.0,24.0,81.0,58.0,1021.8,1020.9,7.0,2.0,20.8,24.7,No,No
2010-04-17,38,15.8,23.6,1.8,2.4,10.8,S,28.0,SW,SE,7.0,19.0,83.0,65.0,1028.3,1026.1,1.0,3.0,19.8,22.9,Yes,No
2010-05-08,38,11.2,22.7,0.0,4.0,10.1,WNW,24.0,NW,SSE,15.0,4.0,49.0,50.0,1021.9,1019.3,1.0,1.0,16.6,21.8,No,No
2010-05-13,38,7.9,19.4,0.0,4.4,9.4,SSW,54.0,W,SSW,30.0,30.0,43.0,50.0,1018.8,1015.8,1.0,2.0,13.6,18.8,No,No
2010-05-15,38,10.4,19.1,0.0,4.0,9.0,SSW,56.0,WNW,S,13.0,31.0,49.0,57.0,1017.6,1016.2,1.0,1.0,15.8,19.0,No,No
2010-05-22,38,10.8,17.1,14.8,2.8,4.8,SSW,57.0,W,SSW,19.0,37.0,94.0,68.0,1021.7,1020.0,5.0,3.0,11.2,16.9,Yes,Yes
2010-06-11,38,6.4,18.0,0.0,3.2,9.8,WSW,43.0,NW,SW,13.0,20.0,55.0,38.0,1020.0,1016.1,1.0,1.0,10.5,17.2,No,No
2010-06-17,38,12.1,18.6,0.2,4.0,1.7,WSW,48.0,N,NNW,22.0,31.0,65.0,60.0,1015.6,1009.9,7.0,4.0,14.8,17.9,No,No
2010-06-18,38,10.5,18.5,0.4,3.0,9.6,,,WNW,NW,15.0,9.0,53.0,38.0,1017.0,1015.3,0.0,1.0,13.3,17.6,No,No
2010-06-28,38,5.0,16.4,0.0,2.0,9.7,NNW,28.0,WNW,WNW,19.0,7.0,60.0,32.0,1020.8,1017.7,1.0,1.0,8.2,16.2,No,No
2010-06-29,38,4.0,15.2,0.0,2.6,9.9,WNW,35.0,NW,NW,20.0,13.0,58.0,37.0,1020.0,1016.9,0.0,0.0,8.2,14.2,No,No
2010-06-30,38,3.2,16.6,0.0,3.0,9.3,WNW,37.0,NNW,NW,17.0,15.0,56.0,34.0,1020.9,1018.5,1.0,2.0,8.0,16.3,No,No
2010-07-04,38,7.3,15.9,0.0,3.2,8.8,SSW,52.0,NW,S,15.0,28.0,58.0,67.0,1029.7,1027.1,3.0,4.0,10.9,15.7,No,No
2010-07-07,38,9.9,15.3,2.0,1.4,2.9,S,56.0,SSW,SSW,28.0,39.0,74.0,75.0,1023.9,1022.6,7.0,6.0,11.9,15.0,Yes,No
2010-07-12,38,9.4,17.7,0.0,2.0,2.1,WNW,35.0,NW,E,13.0,6.0,74.0,57.0,1023.7,1021.1,6.0,7.0,12.3,16.5,No,No
2010-07-19,38,9.1,15.7,0.0,3.6,0.8,SW,31.0,WNW,SSW,9.0,13.0,62.0,58.0,1018.1,1016.1,7.0,7.0,11.5,14.6,No,No
2010-07-29,38,11.6,17.5,21.4,1.4,0.6,NW,26.0,W,N,9.0,20.0,85.0,68.0,1019.1,1015.9,5.0,7.0,14.1,17.0,Yes,Yes
2010-08-03,38,9.9,15.7,13.6,4.0,6.6,SSW,107.0,SW,SSW,44.0,46.0,78.0,71.0,1016.3,1017.0,7.0,4.0,14.0,14.7,Yes,No
2010-08-15,38,13.3,21.3,0.0,6.4,7.3,WNW,61.0,NW,W,17.0,20.0,55.0,36.0,1006.2,1004.1,6.0,1.0,14.5,20.0,No,No
2010-08-28,38,8.2,15.4,0.0,4.0,10.9,S,39.0,WSW,S,22.0,24.0,48.0,45.0,1021.9,1022.5,1.0,1.0,13.0,14.8,No,No
2010-09-30,38,8.3,17.7,0.8,6.4,10.7,E,31.0,W,E,11.0,20.0,48.0,40.0,1025.4,1023.3,1.0,3.0,14.8,16.5,No,No
2010-10-03,38,14.7,20.2,10.2,1.0,1.2,E,56.0,NE,E,28.0,26.0,89.0,75.0,1030.1,1027.8,8.0,7.0,16.3,19.6,Yes,Yes
2010-10-07,38,16.3,22.4,0.0,2.2,1.2,S,59.0,WNW,SSE,9.0,31.0,82.0,69.0,1015.2,1017.5,7.0,7.0,18.5,18.3,No,No
2010-10-10,38,14.4,21.7,0.0,3.8,9.0,ESE,46.0,SE,SE,33.0,31.0,41.0,49.0,1031.6,1032.1,6.0,4.0,19.6,20.4,No,No
2010-10-13,38,15.7,26.2,0.4,7.0,2.8,NE,48.0,NW,E,9.0,20.0,75.0,53.0,1019.7,1014.9,7.0,5.0,18.8,25.2,No,Yes
2010-10-15,38,19.3,25.2,0.0,7.8,0.2,N,72.0,NNE,NNE,28.0,41.0,65.0,66.0,999.6,989.3,8.0,7.0,22.2,23.0,No,Yes
2010-10-18,38,11.4,25.4,0.0,7.2,12.3,W,39.0,W,WNW,24.0,20.0,45.0,25.0,1018.7,1015.1,1.0,1.0,16.3,24.9,No,Yes
2010-10-21,38,13.1,23.4,0.0,6.6,11.0,ENE,46.0,WNW,NE,11.0,33.0,64.0,57.0,1026.1,1022.4,3.0,3.0,19.4,21.7,No,No
2010-10-23,38,15.8,30.6,0.0,8.0,6.9,SSW,52.0,NW,E,15.0,17.0,50.0,68.0,1016.7,1014.8,2.0,6.0,22.1,20.8,No,Yes
2010-11-03,38,11.5,22.6,0.0,4.0,11.9,SE,43.0,WNW,SE,15.0,26.0,59.0,52.0,1018.3,1016.6,1.0,2.0,17.9,20.8,No,Yes
2010-11-08,38,16.2,27.9,0.0,5.8,7.9,WSW,76.0,NNE,NE,13.0,41.0,58.0,44.0,1017.1,1014.7,3.0,7.0,23.6,24.9,No,Yes
2010-11-10,38,18.1,27.9,0.0,3.2,6.0,NNE,52.0,NW,ENE,13.0,30.0,73.0,56.0,1021.8,1016.7,5.0,6.0,22.7,26.9,No,Yes
2010-11-22,38,16.3,25.8,0.0,9.0,11.4,ENE,48.0,SE,ENE,11.0,35.0,79.0,50.0,1026.0,1024.2,6.0,1.0,19.7,23.9,No,No
2010-11-30,38,16.0,22.2,4.6,1.8,0.9,S,48.0,S,S,30.0,20.0,98.0,97.0,1016.5,1014.8,8.0,8.0,16.5,18.4,Yes,Yes
2010-12-25,38,16.2,28.1,0.0,7.0,12.5,NE,54.0,N,NNE,15.0,31.0,56.0,52.0,1017.3,1011.4,1.0,1.0,23.1,26.5,No,No
2010-12-27,38,17.9,20.0,31.0,11.8,0.3,SSE,61.0,SSW,SSE,17.0,35.0,93.0,83.0,1005.9,1006.3,8.0,8.0,18.3,18.4,Yes,Yes
2011-01-16,38,21.7,28.8,0.0,4.2,7.9,SSW,35.0,S,SE,24.0,20.0,88.0,69.0,1010.4,1007.5,7.0,1.0,23.0,27.8,No,No
2011-01-18,38,19.9,25.8,0.0,8.0,7.3,SSW,37.0,S,SE,20.0,28.0,75.0,59.0,1007.8,1007.6,6.0,6.0,22.0,24.3,No,No
2011-01-27,38,22.2,29.4,0.0,7.2,6.3,,,S,SE,20.0,26.0,84.0,66.0,1013.9,1011.2,7.0,3.0,23.6,28.4,No,No
2011-02-15,38,18.6,25.5,0.6,6.6,3.0,E,35.0,SW,ESE,9.0,20.0,86.0,52.0,1023.9,1022.3,7.0,6.0,20.9,24.2,No,No
2011-02-21,38,19.6,25.1,0.2,8.2,4.3,SSW,61.0,SE,SE,19.0,28.0,81.0,60.0,1013.0,1012.9,7.0,6.0,20.8,24.0,No,No
2011-02-25,38,18.5,29.5,0.0,7.4,7.6,NE,35.0,NW,NNE,9.0,28.0,63.0,39.0,1014.9,1012.2,5.0,6.0,23.0,28.8,No,No
2011-02-28,38,22.1,29.0,0.4,5.0,2.4,NNE,44.0,NNE,ENE,19.0,28.0,77.0,58.0,1010.4,1007.8,5.0,6.0,23.8,27.0,No,No
2011-03-05,38,17.8,21.9,0.8,8.2,0.6,SSE,50.0,SSE,SE,33.0,26.0,57.0,50.0,1022.8,1023.9,7.0,7.0,19.4,21.0,No,No
2011-03-06,38,18.1,22.4,0.2,8.2,2.9,ESE,41.0,SE,SE,20.0,22.0,42.0,43.0,1027.4,1026.8,2.0,7.0,20.6,21.2,No,No
2011-03-08,38,17.7,28.1,0.0,6.8,10.4,NNE,54.0,NW,NE,11.0,35.0,64.0,47.0,1020.0,1015.6,1.0,1.0,22.0,27.9,No,No
2011-05-10,38,10.7,16.4,3.6,3.4,9.1,SSW,50.0,SW,S,35.0,31.0,65.0,54.0,1015.7,1013.4,3.0,1.0,13.3,15.9,Yes,No
2011-05-11,38,7.6,17.1,0.0,3.8,3.9,W,59.0,NW,W,13.0,39.0,59.0,34.0,1009.5,1006.6,6.0,5.0,11.1,14.6,No,No
2011-06-04,38,10.9,19.7,0.0,2.8,2.5,SSW,41.0,NW,SW,15.0,11.0,65.0,61.0,1015.3,1013.8,7.0,8.0,14.4,17.7,No,No
2011-06-07,38,6.0,15.3,0.0,4.0,7.3,W,48.0,NW,WSW,20.0,28.0,60.0,35.0,1017.8,1013.4,7.0,5.0,9.7,14.5,No,No
2011-06-21,38,11.3,21.6,0.0,5.0,6.8,W,83.0,N,W,35.0,54.0,52.0,41.0,1004.8,1001.3,6.0,7.0,14.6,17.3,No,No
2011-07-03,38,7.7,20.8,0.0,3.0,8.1,N,41.0,NW,N,17.0,28.0,78.0,39.0,1022.1,1017.1,3.0,1.0,12.0,19.9,No,No
2011-07-25,38,7.9,18.6,0.0,1.6,6.0,WSW,46.0,NNW,W,13.0,13.0,69.0,46.0,1017.8,1014.7,6.0,4.0,12.0,17.7,No,No
2011-07-27,38,7.8,15.3,0.0,3.0,8.7,,,SW,SSW,17.0,26.0,75.0,73.0,1027.1,1026.9,5.0,4.0,12.4,14.5,No,No
2011-08-04,38,12.7,25.4,0.0,,10.2,NE,35.0,NW,NNE,15.0,17.0,53.0,40.0,1026.5,1023.8,0.0,1.0,17.1,24.2,No,No
2011-08-15,38,9.3,17.1,0.2,1.6,5.1,SW,22.0,NNW,SE,9.0,13.0,70.0,64.0,1026.4,1022.8,6.0,7.0,13.8,16.6,No,No
2011-08-18,38,11.2,18.4,6.4,2.2,9.7,NNE,56.0,NNW,W,30.0,30.0,61.0,30.0,1008.6,1008.8,3.0,3.0,13.9,17.2,Yes,No
2011-09-06,38,14.5,27.0,0.0,3.2,10.3,WNW,57.0,N,ENE,22.0,26.0,42.0,33.0,1019.6,1014.0,4.0,6.0,20.8,26.0,No,No
2011-09-13,38,7.7,23.6,0.0,4.0,10.9,NNW,39.0,WNW,NE,15.0,19.0,50.0,29.0,1026.0,1019.7,0.0,3.0,13.4,21.9,No,No
2011-09-14,38,10.1,27.2,0.0,5.2,10.9,SSW,54.0,WNW,WSW,9.0,28.0,31.0,12.0,1022.5,1016.9,1.0,1.0,18.6,25.8,No,No
2011-09-21,38,11.1,21.0,0.0,9.0,11.0,WSW,41.0,W,ENE,17.0,24.0,40.0,39.0,1020.3,1017.3,0.0,0.0,17.1,20.1,No,No
2011-09-22,38,12.0,22.7,0.0,5.2,10.9,NNE,50.0,W,ENE,7.0,26.0,55.0,50.0,1024.1,1018.8,1.0,0.0,18.8,21.6,No,No
2011-10-06,38,13.4,20.6,0.0,3.0,0.9,ENE,33.0,W,NNE,7.0,19.0,68.0,57.0,1016.7,1013.5,7.0,8.0,15.9,19.8,No,Yes
2011-10-10,38,12.1,20.9,0.0,4.4,6.9,E,37.0,NW,E,13.0,30.0,72.0,57.0,1010.1,1006.4,5.0,6.0,15.5,18.3,No,No
2011-10-14,38,16.0,19.5,0.0,4.6,0.0,NNE,39.0,NE,NE,22.0,30.0,60.0,67.0,1020.8,1017.6,8.0,8.0,18.6,18.0,No,Yes
2011-10-19,38,12.4,23.2,0.0,4.0,12.0,ENE,41.0,NW,NE,13.0,28.0,57.0,43.0,1031.7,1027.7,1.0,1.0,18.1,22.0,No,No
2011-10-27,38,13.6,20.4,1.2,3.2,4.3,ENE,37.0,ESE,E,22.0,24.0,59.0,50.0,1024.3,1022.2,6.0,7.0,18.7,19.0,Yes,No
2011-11-03,38,13.5,18.4,12.2,4.6,3.4,SE,41.0,E,SSE,17.0,19.0,89.0,64.0,1013.3,1014.1,8.0,4.0,14.3,17.1,Yes,Yes
2011-11-06,38,17.8,32.3,0.0,7.2,8.3,NE,43.0,NW,NE,13.0,28.0,59.0,53.0,1013.2,1009.1,6.0,8.0,24.6,27.0,No,No
2011-11-07,38,21.2,28.9,0.0,8.2,7.0,S,33.0,SSE,S,11.0,26.0,71.0,86.0,1013.4,1012.4,3.0,5.0,23.0,21.6,No,Yes
2011-11-25,38,15.3,20.2,7.0,2.4,0.0,E,46.0,E,E,24.0,20.0,91.0,83.0,1022.0,1020.7,8.0,8.0,18.0,18.6,Yes,Yes
2011-11-29,38,19.0,27.6,0.0,9.4,8.0,NE,70.0,N,NE,13.0,44.0,66.0,72.0,1017.1,1013.9,3.0,7.0,24.7,25.1,No,No
2011-12-13,38,16.3,22.0,4.2,2.0,6.8,,,SSW,S,30.0,31.0,72.0,60.0,,1008.3,7.0,6.0,17.5,19.6,Yes,No
2011-12-14,38,15.2,20.3,0.2,8.0,10.5,S,56.0,SSW,S,30.0,33.0,67.0,60.0,1016.2,1016.4,6.0,4.0,18.2,19.7,No,No
2012-01-13,38,14.4,27.1,0.0,7.8,11.3,ENE,48.0,WNW,ENE,15.0,35.0,46.0,44.0,1017.5,1013.4,1.0,6.0,20.9,24.6,No,No
2012-01-15,38,17.4,24.2,32.2,11.0,1.2,E,44.0,E,ESE,11.0,24.0,88.0,65.0,1019.9,1019.5,7.0,7.0,18.4,22.2,Yes,Yes
2012-02-17,38,19.7,28.7,0.0,8.6,7.6,ENE,37.0,NE,ENE,9.0,28.0,58.0,52.0,1017.3,1015.6,2.0,6.0,24.7,25.2,No,Yes
2012-02-19,38,19.9,28.7,0.0,6.6,9.6,SW,52.0,W,ENE,4.0,30.0,78.0,52.0,1017.9,1013.9,3.0,6.0,22.8,27.6,No,Yes
2012-03-05,38,19.7,24.9,13.4,5.8,11.0,S,50.0,WSW,SSE,17.0,26.0,58.0,72.0,1013.6,1014.3,1.0,2.0,22.1,23.3,Yes,No
2012-03-26,38,17.2,25.1,0.6,3.4,9.7,NE,41.0,E,NE,11.0,28.0,70.0,52.0,1023.7,1021.2,7.0,1.0,20.8,24.4,No,No
2012-04-21,38,17.5,23.6,0.2,4.0,5.6,S,33.0,SSW,S,22.0,24.0,91.0,79.0,1015.4,1012.9,7.0,3.0,19.9,22.3,No,No
2012-04-26,38,13.7,19.9,0.0,5.8,6.6,S,48.0,W,S,24.0,26.0,52.0,54.0,1018.5,1017.1,5.0,5.0,17.5,19.3,No,No
2012-04-27,38,13.0,20.5,0.0,3.4,10.3,S,28.0,NW,S,9.0,17.0,60.0,64.0,1022.0,1020.6,3.0,3.0,17.0,19.4,No,No
2012-04-28,38,14.4,24.1,0.0,2.4,5.2,N,26.0,NNW,N,15.0,19.0,71.0,44.0,1022.0,1017.1,7.0,6.0,17.2,23.4,No,No
2012-04-29,38,12.5,18.8,0.0,3.0,6.6,S,67.0,S,S,46.0,37.0,69.0,57.0,1020.9,1021.9,4.0,7.0,18.4,17.8,No,No
2012-05-01,38,12.9,23.0,0.0,2.4,9.5,ENE,37.0,NW,NE,9.0,24.0,72.0,49.0,1027.1,1023.1,3.0,2.0,16.2,22.0,No,No
2012-05-06,38,10.1,21.8,0.0,4.2,10.3,SW,39.0,W,W,24.0,11.0,51.0,29.0,1017.1,1014.4,1.0,1.0,14.3,20.4,No,No
2012-05-21,38,11.7,21.4,11.0,0.4,8.5,NNW,26.0,NW,NNE,11.0,13.0,67.0,50.0,1025.4,1021.5,3.0,2.0,15.6,20.3,Yes,No
